Year;Fecha;Fase_geo;Banco;UGT_geo;SPI;UCS_MPA;RQD;TOTAL_MASS;M;M1;M2;M3;M4;M5;M7;M8;F80;AXB;UE_AXB;Fase_cat;MES_A_O;Fecha_de_tronadura;Fecha_Fotos;Fase_tron;Mallas_Tron;Malla_Med;Tipo_de_tronadura;Tipo_Material;Dominio_Estructural;Di_metro;BxS;Tiempo_entre_Pozos_Filas_ms;UGT_tron;Fc;Tipo_Explosivo;Taco_Gravilla_Aire;Comentarios;Pala_Cargador;Nro_Fotos;_1_1_4_In;P20;P50;P80;P100;Este;Norte;Cota;ton_por_hora;Burden;Espaciamiento;year;is_F9_or_F7;fc1;fc2;FC;tpozos_ms;tfilas_ms;taco;gravilla;aire;Fecha_tron_pri_prod;taco_gravilla;taco_intermedio;taco_aire;BxS_2;Taco_str;BxS_gravilla;BxS_gravilla_intermedio;BxS_cat;BxS_Taco
2022;22-03-2022;F9SE;3200;UGT-12;38.2258034;61.9574509;72.7;9.4887628;M1;9.4887628;0;0;0;0;0;0;97.591763;58.3953705;1;F9;01-03-2022 0:00;19-03-2022;26-03-2022;F9SE;01-04-A;1;Producción;Secundario;Norte;12.25;9.0x9.0;3-109;UGT-3;300;Vertex 950;4.5 + 1 / 0;nan;PH10;7;;0.51;1.57;3.35;15.75;59760;89527;3200;11953;;;2022;Sí;300;300;300;3;109;4.5;1;0;;4.5;1;0;;4.5+1.0/0.0;9.0x9.0/4.5;9.0x9.0/4.5int:1.0;9.0x9.0;9.0x9.0 - 4.5+1.0/0.0
2022;22-03-2022;F9SE;3200;UGT-1;36.3760041;40.3072765;86.4882616;1114.128706;M1;1114.128706;0;0;0;0;0;0;106.2694166;59.3455958;1;F9;01-03-2022 0:00;19-03-2022;26-03-2022;F9SE;01-04-A;1;Producción;Secundario;Norte;12.25;9.0x9.0;3-109;UGT-3;300;Vertex 950;4.5 + 1 / 0;nan;PH10;7;;0.51;1.57;3.35;15.75;59760;89527;3200;11953;;;2022;Sí;300;300;300;3;109;4.5;1;0;;4.5;1;0;;4.5+1.0/0.0;9.0x9.0/4.5;9.0x9.0/4.5int:1.0;9.0x9.0;9.0x9.0 - 4.5+1.0/0.0
2022;22-03-2022;F9SE;3200;UGT-12;38.0894279;60.7943611;72.7;0.0876358;M1;0.0876358;0;0;0;0;0;0;97.461822;59.4314003;1;F9;01-03-2022 0:00;19-03-2022;26-03-2022;F9SE;01-04-A;1;Producción;Secundario;Norte;12.25;9.0x9.0;3-109;UGT-3;300;Vertex 950;4.5 + 1 / 0;nan;PH10;7;;0.51;1.57;3.35;15.75;59760;89527;3200;11953;;;2022;Sí;300;300;300;3;109;4.5;1;0;;4.5;1;0;;4.5+1.0/0.0;9.0x9.0/4.5;9.0x9.0/4.5int:1.0;9.0x9.0;9.0x9.0 - 4.5+1.0/0.0
2022;22-03-2022;F9SE;3230;UGT-2;58.5436823;83.7024055;76.2441436;1933.434066;M1;1933.434066;0;0;0;0;0;0;101.0186444;50.5337082;1;F9;01-03-2022 0:00;16-03-2022;21-03-2022;F9SE;11-A;11;Producción;Secundario;Norte;12.25;12.0x13.5;3-175;UGT-3;264;Vertex 950;6 / 0;nan;PH10;7;;0.55;1.77;3.96;15.2;59698;90136;3230;8891;;;2022;Sí;264;264;264;3;175;6;;0;;6;;0;;6.0/0.0;12.0x13.5/6.0;12.0x13.5/6.0int:0;12.0x13.5;12.0x13.5 - 6.0/0.0
2022;22-03-2022;F9SE;3230;UGT-2;58.5067495;83.528102;75.9906649;9080.447555;M1;9080.447555;0;0;0;0;0;0;100.8159736;50.773717;1;F9;01-03-2022 0:00;16-03-2022;21-03-2022;F9SE;11-A;11;Producción;Secundario;Norte;12.25;12.0x13.5;3-175;UGT-3;264;Vertex 950;6 / 0;nan;PH10;7;;0.55;1.77;3.96;15.2;59698;90136;3230;8891;;;2022;Sí;264;264;264;3;175;6;;0;;6;;0;;6.0/0.0;12.0x13.5/6.0;12.0x13.5/6.0int:0;12.0x13.5;12.0x13.5 - 6.0/0.0
2022;22-03-2022;F9SE;3230;UGT-3;58.6031837;82.8708649;72.7;42.4711282;M1;42.4711282;0;0;0;0;0;0;98.677631;51.0020561;1;F9;01-03-2022 0:00;16-03-2022;21-03-2022;F9SE;11-A;11;Producción;Secundario;Norte;12.25;12.0x13.5;3-175;UGT-3;264;Vertex 950;6 / 0;nan;PH10;7;;0.55;1.77;3.96;15.2;59698;90136;3230;8891;;;2022;Sí;264;264;264;3;175;6;;0;;6;;0;;6.0/0.0;12.0x13.5/6.0;12.0x13.5/6.0int:0;12.0x13.5;12.0x13.5 - 6.0/0.0
2022;22-03-2022;F9SE;3200;UGT-3;38.9403343;39.1022682;72.7;16.370359;M1;16.370359;0;0;0;0;0;0;97.700425;57.5571747;1;F9;01-03-2022 0:00;19-03-2022;26-03-2022;F9SE;01-04-A;1;Producción;Secundario;Norte;12.25;9.0x9.0;3-109;UGT-3;300;Vertex 950;4.5 + 1 / 0;nan;PH10;7;;0.51;1.57;3.35;15.75;59760;89527;3200;11953;;;2022;Sí;300;300;300;3;109;4.5;1;0;;4.5;1;0;;4.5+1.0/0.0;9.0x9.0/4.5;9.0x9.0/4.5int:1.0;9.0x9.0;9.0x9.0 - 4.5+1.0/0.0
2022;22-03-2022;F9SE;3200;UGT-1;45.6745895;32.6012023;84.2429312;41.8475876;M2;0;41.8475876;0;0;0;0;0;112.2682381;59.0337994;2;F9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;22-03-2022;F9SE;3200;UGT-12;45.9254359;32.6433985;72.7;14.5501687;M2;0;14.5501687;0;0;0;0;0;102.9785573;61.8521408;2;F9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;22-03-2022;F9SE;3200;UGT-12;45.8685843;51.8886625;72.7;86.9843831;M2;0;86.9843831;0;0;0;0;0;102.9841279;61.0666761;2;F9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
